1	12345
2	-7.40551e+08
3	-1.4929e+09
4	-6.98017e+08
5	2.29284e+08
6	-1.03815e+09
7	1.05155e+09
8	-8.53684e+08
9	-1.35301e+09
10	5.51188e+08
11	-1.34393e+09
12	1.77293e+09
13	-1.77657e+09
14	6.39546e+08
15	1.38197e+09
16	1.69577e+09
17	2.12131e+09
18	-4.28271e+08
19	-1.1505e+09
20	1.15749e+09
21	-8.04248e+08
22	-1.61063e+09
23	1.51159e+09
24	1.53821e+09
25	2.1035e+09
26	-1.44091e+09
27	-1.19087e+09
28	-6.26203e+08
29	1.58891e+09
30	-1.77645e+09
31	3.37271e+07
32	1.68057e+09
33	8.84898e+07
34	-8.64507e+08
35	5.27631e+08
36	1.19499e+09
37	-1.04106e+09
38	-1.29397e+09
39	-1.75532e+09
40	1.38718e+09
41	1.53877e+09
42	6.54858e+08
43	-6.12491e+07
44	-3.55339e+08
45	-1.30977e+09
46	-6.3378e+08
47	-1.87794e+09
48	-8.42318e+08
49	1.17913e+09
50	-6.44495e+08
51	1.9413e+09
52	-1.2952e+09
53	1.78738e+09
54	1.32814e+09
55	-2.11279e+09
56	-1.34221e+09
57	-1.91219e+09
58	1.20313e+09
59	-1.35252e+09
60	3.21843e+08
61	-4.21548e+08
62	1.54978e+08
63	-1.96339e+09
64	4.22948e+08
65	1.9292e+09
66	1.17935e+09
67	1.04991e+09
68	-1.3395e+09
69	2.14614e+08
70	9.73694e+08
71	6.62439e+08
72	8.09784e+08
73	2.63435e+08
74	2.0302e+09
75	-4.4682e+08
76	-1.21485e+09
77	-9.33277e+08
78	4.52899e+07
79	2.06216e+09
80	-1.80475e+09
81	-1.39798e+09
82	-5.39712e+08
83	-6.01007e+08
84	-3.60624e+08
85	3.93102e+08
86	1.50007e+09
87	1.12136e+08
88	2.12863e+09
89	6.54568e+07
90	-1.80306e+09
91	2.13569e+09
92	1.45311e+09
93	8.41769e+07
94	5.18465e+08
95	-7.74707e+08
96	-1.80836e+09
97	1.95226e+09
98	-1.20505e+09
99	1.85179e+09
100	-1.07733e+09
101	-1.79656e+09
102	1.67696e+09
103	7.96124e+06
104	1.71066e+09
105	6.29579e+08
106	-1.86852e+09
107	4.68395e+08
108	-1.18152e+09
109	-1.6249e+09
110	-5.55481e+08
111	-6.14293e+08
112	-1.54226e+09
113	4.50232e+08
